left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee,left_ankle_pitch,left_ankle_roll,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee,right_ankle_pitch,right_ankle_roll,waist_yaw,waist_roll,waist_pitch,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,l_ih_thumb_proximal_yaw,l_ih_thumb_proximal_pitch,l_ih_index_proximal,l_ih_middle_proximal,l_ih_ring_proximal,l_ih_pinky_proximal,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,r_ih_thumb_proximal_yaw,r_ih_thumb_proximal_pitch,r_ih_index_proximal,r_ih_middle_proximal,r_ih_ring_proximal,r_ih_pinky_proximal
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.400000,1.200000,1.200000,1.200000,1.200000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002574,-0.000965,0.000000,0.002253,-0.000923,0.000000,0.000000,0.599955,0.399970,1.199910,1.199910,1.199910,1.199910
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010123,-0.003796,0.000000,0.008858,-0.003657,0.000000,0.000000,0.599821,0.399881,1.199642,1.199642,1.199642,1.199642
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.022384,-0.008394,0.000000,0.019586,-0.008154,0.000000,0.000000,0.599599,0.399733,1.199198,1.199198,1.199198,1.199198
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.039095,-0.014661,0.000000,0.034208,-0.014364,0.000000,0.000000,0.599290,0.399526,1.198579,1.198579,1.198579,1.198579
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.059996,-0.022498,0.000000,0.052496,-0.022237,0.000000,0.000000,0.598894,0.399263,1.197788,1.197788,1.197788,1.197788
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.084823,-0.031809,0.000000,0.074220,-0.031723,0.000000,0.000000,0.598412,0.398942,1.196825,1.196825,1.196825,1.196825
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.113316,-0.042493,0.000000,0.099151,-0.042773,0.000000,0.000000,0.597846,0.398564,1.195693,1.195693,1.195693,1.195693
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.145211,-0.054454,0.000000,0.127060,-0.055338,0.000000,0.000000,0.597197,0.398131,1.194394,1.194394,1.194394,1.194394
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.180249,-0.067593,0.000000,0.157718,-0.069366,0.000000,0.000000,0.596464,0.397643,1.192929,1.192929,1.192929,1.192929
