left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee,left_ankle_pitch,left_ankle_roll,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee,right_ankle_pitch,right_ankle_roll,waist_yaw,waist_roll,waist_pitch,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,l_ih_thumb_proximal_yaw,l_ih_thumb_proximal_pitch,l_ih_index_proximal,l_ih_middle_proximal,l_ih_ring_proximal,l_ih_pinky_proximal,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,r_ih_thumb_proximal_yaw,r_ih_thumb_proximal_pitch,r_ih_index_proximal,r_ih_middle_proximal,r_ih_ring_proximal,r_ih_pinky_proximal
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001770,0.001126,0.000000,0.002735,0.000000,0.000000,0.000000,0.000179,0.000119,0.000358,0.000358,0.000358,0.000358,-0.001770,-0.001126,0.000000,0.002735,0.000000,0.000000,0.000000,0.000179,0.000119,0.000358,0.000358,0.000358,0.000358
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.006960,0.004429,0.000000,0.010756,0.000000,0.000000,0.000000,0.000710,0.000474,0.001421,0.001421,0.001421,0.001421,-0.006960,-0.004429,0.000000,0.010756,0.000000,0.000000,0.000000,0.000710,0.000474,0.001421,0.001421,0.001421,0.001421
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015389,0.009793,0.000000,0.023783,0.000000,0.000000,0.000000,0.001588,0.001058,0.003175,0.003175,0.003175,0.003175,-0.015389,-0.009793,0.000000,0.023783,0.000000,0.000000,0.000000,0.001588,0.001058,0.003175,0.003175,0.003175,0.003175
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.026878,0.017104,0.000000,0.041539,0.000000,0.000000,0.000000,0.002803,0.001869,0.005606,0.005606,0.005606,0.005606,-0.026878,-0.017104,0.000000,0.041539,0.000000,0.000000,0.000000,0.002803,0.001869,0.005606,0.005606,0.005606,0.005606
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.041247,0.026248,0.000000,0.063745,0.000000,0.000000,0.000000,0.004350,0.002900,0.008700,0.008700,0.008700,0.008700,-0.041247,-0.026248,0.000000,0.063745,0.000000,0.000000,0.000000,0.004350,0.002900,0.008700,0.008700,0.008700,0.008700
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.058316,0.037110,0.000000,0.090124,0.000000,0.000000,0.000000,0.006221,0.004147,0.012442,0.012442,0.012442,0.012442,-0.058316,-0.037110,0.000000,0.090124,0.000000,0.000000,0.000000,0.006221,0.004147,0.012442,0.012442,0.012442,0.012442
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.077904,0.049576,0.000000,0.120398,0.000000,0.000000,0.000000,0.008408,0.005606,0.016817,0.016817,0.016817,0.016817,-0.077904,-0.049576,0.000000,0.120398,0.000000,0.000000,0.000000,0.008408,0.005606,0.016817,0.016817,0.016817,0.016817
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.099833,0.063530,0.000000,0.154287,0.000000,0.000000,0.000000,0.010906,0.007270,0.021811,0.021811,0.021811,0.021811,-0.099833,-0.063530,0.000000,0.154287,0.000000,0.000000,0.000000,0.010906,0.007270,0.021811,0.021811,0.021811,0.021811
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123921,0.078859,0.000000,0.191514,0.000000,0.000000,0.000000,0.013705,0.009137,0.027410,0.027410,0.027410,0.027410,-0.123921,-0.078859,0.000000,0.191514,0.000000,0.000000,0.000000,0.013705,0.009137,0.027410,0.027410,0.027410,0.027410
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.149989,0.095448,0.000000,0.231802,0.000000,0.000000,0.000000,0.016800,0.011200,0.033600,0.033600,0.033600,0.033600,-0.149989,-0.095448,0.000000,0.231802,0.000000,0.000000,0.000000,0.016800,0.011200,0.033600,0.033600,0.033600,0.033600
