left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee,left_ankle_pitch,left_ankle_roll,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee,right_ankle_pitch,right_ankle_roll,waist_yaw,waist_roll,waist_pitch,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,l_ih_thumb_proximal_yaw,l_ih_thumb_proximal_pitch,l_ih_index_proximal,l_ih_middle_proximal,l_ih_ring_proximal,l_ih_pinky_proximal,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,r_ih_thumb_proximal_yaw,r_ih_thumb_proximal_pitch,r_ih_index_proximal,r_ih_middle_proximal,r_ih_ring_proximal,r_ih_pinky_proximal
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002725,-0.000629,0.000000,0.003354,0.001104,0.000419,0.000000,0.000829,0.000592,0.001066,0.001184,0.001184,0.000947
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010690,-0.002467,0.000000,0.013157,0.004370,0.001645,0.000000,0.003270,0.002336,0.004205,0.004672,0.004672,0.003738
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.023576,-0.005441,0.000000,0.029016,0.009729,0.003627,0.000000,0.007258,0.005184,0.009331,0.010368,0.010368,0.008294
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.041066,-0.009477,0.000000,0.050542,0.017114,0.006318,0.000000,0.012723,0.009088,0.016358,0.018176,0.018176,0.014541
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.062842,-0.014502,0.000000,0.077344,0.026454,0.009668,0.000000,0.019600,0.014000,0.025200,0.028000,0.028000,0.022400
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.088587,-0.020443,0.000000,0.109031,0.037682,0.013629,0.000000,0.027821,0.019872,0.035770,0.039744,0.039744,0.031795
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.117984,-0.027227,0.000000,0.145211,0.050729,0.018151,0.000000,0.037318,0.026656,0.047981,0.053312,0.053312,0.042650
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.150715,-0.034780,0.000000,0.185495,0.065526,0.023187,0.000000,0.048026,0.034304,0.061747,0.068608,0.068608,0.054886
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.186462,-0.043030,0.000000,0.229492,0.082005,0.028686,0.000000,0.059875,0.042768,0.076982,0.085536,0.085536,0.068429
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.224908,-0.051902,0.000000,0.276810,0.100096,0.034601,0.000000,0.072800,0.052000,0.093600,0.104000,0.104000,0.083200
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.265736,-0.061324,0.000000,0.327059,0.119732,0.040882,0.000000,0.086733,0.061952,0.111514,0.123904,0.123904,0.099123
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.308627,-0.071222,0.000000,0.379849,0.140844,0.047481,0.000000,0.101606,0.072576,0.130637,0.145152,0.145152,0.116122
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.353265,-0.081523,0.000000,0.434787,0.163363,0.054348,0.000000,0.117354,0.083824,0.150883,0.167648,0.167648,0.134118
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.399331,-0.092153,0.000000,0.491485,0.187220,0.061436,0.000000,0.133907,0.095648,0.172166,0.191296,0.191296,0.153037
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.446509,-0.103041,0.000000,0.549550,0.212347,0.068694,0.000000,0.151200,0.108000,0.194400,0.216000,0.216000,0.172800
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.494481,-0.114111,0.000000,0.608592,0.238675,0.076074,0.000000,0.169165,0.120832,0.217498,0.241664,0.241664,0.193331
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.542929,-0.125291,0.000000,0.668220,0.266136,0.083527,0.000000,0.187734,0.134096,0.241373,0.268192,0.268192,0.214554
