left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee,left_ankle_pitch,left_ankle_roll,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee,right_ankle_pitch,right_ankle_roll,waist_yaw,waist_roll,waist_pitch,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,l_ih_thumb_proximal_yaw,l_ih_thumb_proximal_pitch,l_ih_index_proximal,l_ih_middle_proximal,l_ih_ring_proximal,l_ih_pinky_proximal,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,r_ih_thumb_proximal_yaw,r_ih_thumb_proximal_pitch,r_ih_index_proximal,r_ih_middle_proximal,r_ih_ring_proximal,r_ih_pinky_proximal
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.872665,0.174533,0.000000,1.308997,0.000000,0.349066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.872665,-0.174533,0.000000,1.308997,0.000000,0.349066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.872574,0.174515,0.000000,1.308862,0.000000,0.349030,0.000000,0.000000,0.000000,0.014541,0.001168,0.000347,0.000141,-0.872574,-0.174515,0.000000,1.308862,0.000000,0.349030,0.000000,0.000000,0.000000,0.000659,0.003097,0.000231,0.000106
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.872305,0.174461,0.000000,1.308458,0.000000,0.348922,0.000000,0.000000,0.000000,0.054886,0.004600,0.001374,0.000562,-0.872305,-0.174461,0.000000,1.308458,0.000000,0.348922,0.000000,0.000000,0.000000,0.002607,0.012079,0.000918,0.000422
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.871859,0.174372,0.000000,1.307788,0.000000,0.348744,0.000000,0.000000,0.000000,0.116122,0.010193,0.003066,0.001257,-0.871859,-0.174372,0.000000,1.307788,0.000000,0.348744,0.000000,0.000000,0.000000,0.005800,0.026485,0.002050,0.000944
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.871238,0.174248,0.000000,1.306857,0.000000,0.348495,0.000000,0.000000,0.000000,0.193331,0.017839,0.005402,0.002222,-0.871238,-0.174248,0.000000,1.306857,0.000000,0.348495,0.000000,0.000000,0.000000,0.010193,0.045853,0.003618,0.001669
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.870444,0.174089,0.000000,1.305666,0.000000,0.348178,0.000000,0.000000,0.000000,0.281600,0.027435,0.008365,0.003450,-0.870444,-0.174089,0.000000,1.305666,0.000000,0.348178,0.000000,0.000000,0.000000,0.015741,0.069722,0.005613,0.002594
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.869480,0.173896,0.000000,1.304220,0.000000,0.347792,0.000000,0.000000,0.000000,0.376013,0.038874,0.011937,0.004938,-0.869480,-0.173896,0.000000,1.304220,0.000000,0.347792,0.000000,0.000000,0.000000,0.022400,0.097630,0.008024,0.003716
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.868348,0.173670,0.000000,1.302521,0.000000,0.347339,0.000000,0.000000,0.000000,0.471654,0.052052,0.016101,0.006680,-0.868348,-0.173670,0.000000,1.302521,0.000000,0.347339,0.000000,0.000000,0.000000,0.030126,0.129116,0.010842,0.005032
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.867049,0.173410,0.000000,1.300573,0.000000,0.346820,0.000000,0.000000,0.000000,0.563610,0.066862,0.020837,0.008671,-0.867049,-0.173410,0.000000,1.300573,0.000000,0.346820,0.000000,0.000000,0.000000,0.038874,0.163717,0.014056,0.006537
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.865586,0.173117,0.000000,1.298379,0.000000,0.346234,0.000000,0.000000,0.000000,0.646963,0.083200,0.026128,0.010906,-0.865586,-0.173117,0.000000,1.298379,0.000000,0.346234,0.000000,0.000000,0.000000,0.048600,0.200973,0.017657,0.008229
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.863961,0.172792,0.000000,1.295942,0.000000,0.345584,0.000000,0.000000,0.000000,0.716800,0.100960,0.031956,0.013379,-0.863961,-0.172792,0.000000,1.295942,0.000000,0.345584,0.000000,0.000000,0.000000,0.059259,0.240421,0.021636,0.010105
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.862176,0.172435,0.000000,1.293264,0.000000,0.344871,0.000000,0.000000,0.000000,0.768205,0.120037,0.038303,0.016087,-0.862176,-0.172435,0.000000,1.293264,0.000000,0.344871,0.000000,0.000000,0.000000,0.070807,0.281600,0.025982,0.012161
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.860234,0.172047,0.000000,1.290351,0.000000,0.344094,0.000000,0.000000,0.000000,0.796262,0.140326,0.045150,0.019024,-0.860234,-0.172047,0.000000,1.290351,0.000000,0.344094,0.000000,0.000000,0.000000,0.083200,0.324049,0.030685,0.014393
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.858136,0.171627,0.000000,1.287204,0.000000,0.343254,0.000000,0.000000,0.000000,0.794200,0.161721,0.052481,0.022184,-0.858136,-0.171627,0.000000,1.287204,0.000000,0.343254,0.000000,0.000000,0.000000,0.096393,0.367305,0.035737,0.016800
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.855884,0.171177,0.000000,1.283826,0.000000,0.342354,0.000000,0.000000,0.000000,0.751400,0.184116,0.060276,0.025563,-0.855884,-0.171177,0.000000,1.283826,0.000000,0.342354,0.000000,0.000000,0.000000,0.110341,0.410908,0.041126,0.019377
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.853481,0.170696,0.000000,1.280222,0.000000,0.341393,0.000000,0.000000,0.000000,0.675000,0.207407,0.068517,0.029156,-0.853481,-0.170696,0.000000,1.280222,0.000000,0.341393,0.000000,0.000000,0.000000,0.125000,0.454395,0.046844,0.022121
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.850929,0.170186,0.000000,1.276394,0.000000,0.340372,0.000000,0.000000,0.000000,0.574600,0.231489,0.077188,0.032957,-0.850929,-0.170186,0.000000,1.276394,0.000000,0.340372,0.000000,0.000000,0.000000,0.140326,0.497305,0.052880,0.025029
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.848230,0.169646,0.000000,1.272345,0.000000,0.339292,0.000000,0.000000,0.000000,0.459800,0.256255,0.086268,0.036962,-0.848230,-0.169646,0.000000,1.272345,0.000000,0.339292,0.000000,0.000000,0.000000,0.156274,0.539177,0.059224,0.028098
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.845386,0.169077,0.000000,1.268079,0.000000,0.338154,0.000000,0.000000,0.000000,0.340200,0.281600,0.095742,0.041165,-0.845386,-0.169077,0.000000,1.268079,0.000000,0.338154,0.000000,0.000000,0.000000,0.172800,0.579549,0.065868,0.031323
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.842399,0.168480,0.000000,1.263598,0.000000,0.336960,0.000000,0.000000,0.000000,0.225400,0.307419,0.105589,0.045561,-0.842399,-0.168480,0.000000,1.263598,0.000000,0.336960,0.000000,0.000000,0.000000,0.189859,0.617958,0.072800,0.034703
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.839271,0.167854,0.000000,1.258907,0.000000,0.335709,0.000000,0.000000,0.000000,0.125000,0.333608,0.115793,0.050147,-0.839271,-0.167854,0.000000,1.258907,0.000000,0.335709,0.000000,0.000000,0.000000,0.207407,0.653944,0.080012,0.038234
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.836005,0.167201,0.000000,1.254008,0.000000,0.334402,0.000000,0.000000,0.000000,0.048600,0.360059,0.126336,0.054915,-0.836005,-0.167201,0.000000,1.254008,0.000000,0.334402,0.000000,0.000000,0.000000,0.225400,0.687046,0.087493,0.041912
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.832603,0.166521,0.000000,1.248904,0.000000,0.333041,0.000000,0.000000,0.000000,0.005800,0.386669,0.137199,0.059861,-0.832603,-0.166521,0.000000,1.248904,0.000000,0.333041,0.000000,0.000000,0.000000,0.243793,0.716800,0.095233,0.045734
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.829066,0.165813,0.000000,1.243599,0.000000,0.331626,0.000000,0.000000,0.000000,0.000000,0.413331,0.148364,0.064981,-0.829066,-0.165813,0.000000,1.243599,0.000000,0.331626,0.000000,0.000000,0.000000,0.262541,0.742746,0.103224,0.049698
